연도 ,지역,업종명,규모,사업장명(현장명),소재지,중대재해재해자수(명),근로자수(명),재해자수(명),재해율(퍼센트),규모별 동종업종 평균 재해율(퍼센트)
2020,인천,건설업,50인미만,"(주)다은건설(원청), (주)한성공영(하청)(2020년도 권역별 상수도시설물 정비(동부권역)공사(연간계약))",인천 미추홀구 석정로 225 (도화동),3,1,3,300,1.82
2020,경기,건설업,50인미만,"그린알앤씨(주)(원청), 대한자원 (하청)(대덕전자(주) 부분철거)",경기 안산시 단원구 별망로 459번길 97 (목내동),3,1,3,300,1.82
2017,경기,건설업,50인 미만,한국테크라인㈜(센터포인트몰B블록3층뽀로로매장원상복구공사),경기 화성시 동탄중앙로 200 (반송동),2,1,3,300,1.78
2020,경남,화학 및 고무제품제조업,50인미만,삼인산업㈜ ,경남 함안군 법수면 황사길 18-70 ,2,1,3,300,0.82
2020,경북,화학 및고 무제품제조업,50인미만,(주)책임환경개발,경북 상주시 낙동면 영남제일로 503-27,1,2,5,250,0.82
2019,대구,건설업,50인미만,유창전설㈜(수전설비변경및내선공사),대구 달서구 성서공단북로 386 (장동),2,1,2,200,2
2020,경기,건설업,50인미만,한성건축((주)부림화이바 철거 및 보수공사),경기 양주시 은현면 그루고개로 587-26 ,2,1,2,200,1.82
2020,경남,건설업,50인미만,개인사업자 이강일(이강일증축공사),경남 남해군 서면 남서대로2197번길 189-14 (외1필지),2,1,2,200,1.82
2019,서울,건설업,50인미만,건양상사(남원교회페인트공사),"서울 강서구 까치산로 160 (화곡동, 남원교회)",1,1,2,200,2
2019,경기,화학 및 고무제품제조업,50인미만,경성케미칼,경기 포천시 신북면 청신로2082번길 19 ,1,1,2,200,1.01
2019,충남,건설업,50인미만,개인사업자 임민재 (임민재 단독주택신축공사(창진농장)),충남 홍성군 광천읍 월림리 768-1번지,1,1,2,200,2
2019,경남,"기계기구, 비금속광물 및 금속제품제조업",50인미만,대신공업사,경남 양산시 산막공단북11길 124 (산막동),1,1,2,200,1.39
2020,인천,건설업,50인미만,상신플랜트주식회사(인천공장 P-13 가열조정기 STEAM TUBE 교체의 건),인천 서구 봉수대로 126 (가좌동) 사조대림,1,1,2,200,1.82
2020,충남,건설업,50인미만,대한종합공사(벽체 및 지붕 보수공사),충남 아산시 인주면 인주산단로 123-90 ((주)우신금속),1,1,2,200,1.82
2020,경기,기계기구·금속·비금속광물제품제조업,50인미만,"우양에이치씨주식회사(원청), (주)동성엔지니어링(하청)",경기 평택시 포승읍 포승공단로 118번길 88 ,1,2,3,150,1.12
2020,강원,건설업,50인미만,"㈜동성(원청,) (주)효림(하청)(국도31호선 영월 상동교 노후교량 개축공사중 철근콘크리트공사)",강원 영월군 영월읍 은행나무1길 49-30 102호,3,7,7,100,1.82
2019,경남,건설업,50인미만,개인사업자 조창희(최점순신축공사),경남 진주시 충무공동 324-27번지,2,3,3,100,2
2020,서울,도소매·음식·숙박업,50인미만,풍년상사,서울 동대문구 무학로 30길 16 (용두동),2,2,2,100,0.62
2020,울산,건설업,50인미만,"코스모화학㈜(원청), 대원인스텍㈜(하청)(전공정 자동밸브 Overhaul)",울산 울주군 온산읍 원봉로 55 코스모화학,2,2,2,100,1.82
2020,경기,건설업,50인미만,비엘에스(주)직영공사(공장이전을 위한 보수공사),경기 평택시 청북읍 건의길 74,2,2,2,100,1.82
2019,서울,오락·문화 및 운동관련사업,50인미만,나인티나인,"서울 종로구 대학로 144 (혜화동, 중원빌딩) 4층 401, 4호",1,3,3,100,0.5
2019,충남,임업,50인미만,홍순부벌목(금산군군북면동 편리산40)(원청) 청솔건기(하청),충남 금산군 군북면 동편리 산 40번지,1,2,2,100,1.55
2020,대구,건설업,50인미만,서립디씨피주식회사(대구 수성구 중동179 및 179-1 DFC빌딩 건축물 철거공사),대구 수성구 청수로 43 (중동) 대구파이낸스빌딩(DFC),1,2,2,100,1.82
2018,대구,건설업,50인 미만,"아이.디.에스(I.D.S)(원청), 개인공사(오주환)(하청)(대동빌딩본관내부공사)",대구 수성구 수성로 206 (중동),1,1,1,100,1.8
2018,경기,건설업,50인 미만,대두하우징,"경기 남양주시 해밀예당3로 67 (진접읍 금곡리, 휴먼시아)",1,1,1,100,1.8
2018,전남,건설업,50인 미만,문이건설주식회사(남평읍광촌2리정광마을배수로정비공사),전남 나주시 남평읍 오룡길 80-5 광촌리797,1,1,1,100,1.8
2018,전남,건설업,50인 미만,"탑솔라주식회사(원청), 동백건업(하청)((유)미르태양광태양광발전소연계ESS설치공사)",전남 영암군 삼호읍 동호리 1723,1,1,1,100,1.8
2018,전남,"어업 및 양식어업, 어업관련서비스업",50인 미만,203윤경호,전남 여수시 어항단지로 63-5 ,1,1,1,100,1.29
2018,경북,오락·문화 및 운동관련사업,50인 미만,J스크린골프,경북 구미시 고아읍 문성9길 42-22 (고아읍),1,1,1,100,0.47
2019,서울,건설업,50인미만,"배경수개인공사/미스터빠삭 목공사, 덕트공사","서울 강서구 강서로56길 110 (등촌동, 상지빌딩)",1,1,1,100,2
2019,부산,건설업,50인미만,(주)동일(정관동일스위트2차 하자보수),부산 기장군 정관읍 정관3로 23 (정관 동일스위트 2차),1,1,1,100,2
2019,부산,건설업,50인미만,(주)라인투전기(올리브영 스타필드시티 명지점 전기공사),부산 강서구 명지국제6로 168 (명지동),1,1,1,100,2
2019,인천,건설업,50인미만,성원건축(장흥로 공장 옥탑 보수공사),인천 강화군 길상면 장흥로 76-48 ,1,1,1,100,2
2019,인천,건설업,50인미만,"㈜다올건설(원청), 가안창호㈜(하청)(석남동 지인골프장 인테리어 공사(8-9층))","인천 서구 가정로 258 8,9층 (석남동, 지인프라자)",1,1,1,100,2
2019,대전,건설업,50인미만,합자회사한국준설(상수도물빼기작업),대전 대덕구 계족산로 20 (중리동),1,1,1,100,2
2019,세종,임업,50인미만,신성임목(세종특별자치시 장군면 현장),세종 장군면 용암리 산 107-12번지,1,1,1,100,1.55
2019,강원,"기계기구, 비금속광물 및 금속제품제조업",50인미만,"대한건재, 속초기업사",강원 속초시 싸리재길247-66 (노학동),1,1,1,100,1.39
2019,경기,유리·도자기·시멘트제조업,50인미만,동명콘크리트(주),경기 양주시 은현면 평화로 1889번길 46-66 ,1,1,1,100,1.17
2019,경기,건설업,50인미만,㈜케이원라이팅(하청)(서현동 중앙공원길 주철주 도색공사),경기 성남시 분당구 새마을로 11 (서현동),1,1,1,100,2
2019,경기,건설업,50인미만,개인사업자 안경헌(동고리 매립현장),경기 평택시 고덕면 동고리 481-7 ,1,1,1,100,2
2019,경기,건설업,50인미만,주식회사한화미((주)유진퍼니처 창고 지붕 보수공사),경기 용인시 처인구 백암면 근창로35번길 130-12 ,1,1,1,100,2
2019,경기,건설업,50인미만,주식회사현영테크원(적성형 장비 분해 조립 시운전),경기 평택시 진위면 진위산단로 53-73 ,1,1,1,100,2
2019,충북,건설업,50인미만,충청통신(자)(하청)(2019년2차선로취약시설개선공사_가경보은),충북 청주시 흥덕구 가경동 (가경보은일원),1,1,1,100,2
2019,충북,건설업,50인미만,(주)서울전업공사(00부대 진천지역 풋살장 신축 전기공사),충북 증평군 증평읍 영천길 24 (연탄리 82),1,1,1,100,2
2019,충남,건설업,50인미만,태양정보통신㈜(2019년취약선로광전화품질개선공사1차(부여)),충남 부여군 부여읍 사비로 101 부여 전 지역,1,1,1,100,2
2019,전북,건설업,50인미만,동호마블(주)(동호스톤 지붕 판넬교체공사),전북 익산시 황등면 석재단지길 66-15,1,1,1,100,2
2019,전북,건설업,50인미만,전일건업(아멘농장 지붕보수공사),전북 정읍시 덕천면 금계2길 37 ,1,1,1,100,2
2019,경북,건설업,50인미만,가야냉동산업(㈜영해식품스파이럴 프리저 (급속냉동기) 분해 및 해체공사),경북 김천시 어모면 산업단지2로 43번지,1,1,1,100,2
2019,경북,건설업,50인미만,개인사업자 김경용(이현균개인공사/성수리1294외1필지),경북 구미시 산동면 성수리 1294번지 외 1필지,1,1,1,100,2
2019,경북,건설업,50인미만,"서진산업주식회사(원청), 주식회사에스유테크(하청)(서진산업(주)경주공장 HR DECK 도장라인로딩장 콘베이어이설공사)",경북 경주시 외동읍 구어리 89-1번지,1,1,1,100,2
2019,경북,건설업,50인미만,"세기종합판넬신세기판넬(원청), 찔레네건축(하청)(휴비스(주)/동희산업내 창고 신축공사)",경북 김천시 어모면 산업단지1로 75 ,1,1,1,100,2
2019,경남,건설업,50인미만,정(Jeong)인테리어(창원 중동 유니시티 201동 403호 내부인테리어공사),경남 창원시 의창구 중동남로 74 201동 403호 (중동),1,1,1,100,2
2019,제주,건설업,50인미만,천관건축인테리어(서광로 301 그랜드타워빌딩 5층 내부철거공사),제주 제주시 서광로 301 5층 (이도일동),1,1,1,100,2
2020,서울,건설업,50인미만,웰빙그린(주)(구산중학교 본관동 외부도장공사),서울 은평구 갈현로15길 20-23 (구산동) 구산중학교,1,1,1,100,1.82
2020,서울,건설업,50인미만,제일스틸루프(지붕보수개량공사),서울 동대문구 정릉천동로 112-5 (제기동),1,1,1,100,1.82
2020,서울,건설업,50인미만,"한샘종합인테리어(원청), 풍산페인트(하청)(벽체 발수칠 공사)",서울 용산구 신흥로15길 20 (용산동2가),1,1,1,100,1.82
2020,부산,기계기구·금속·비금속광물제품제조업,50인미만,(주)광림마린테크(원청) 예성산업(하청),부산 강서구 미음산단4로 58 (미음동),1,1,1,100,1.12
2020,부산,건설업,50인미만,(주)태양이엔지(동부산전력지사 가공송전 취약설비 정비공사),부산 기장군 철마면 임기1길 139-17 철마면 안평리 340번지 일원,1,1,1,100,1.82
2020,부산,건설업,50인미만,개인사업자 우상용(금정산 한신아파트 외벽크랙보수공사),"부산 금정구 소정로 39(장전동, 금정산한신아파트)",1,1,1,100,1.82
2020,대구,건설업,50인미만,일맨하우징팩토리(지붕보강공사),대구 동구 팔공로 26길 88 (도동),1,1,1,100,1.82
2020,대구,건설업,50인미만,"(주)파루(원청), 에스지에이치㈜(하청)(우암4호태양광구조물,전기,모니터링설치공사일체(97kw))",대구 달성군 옥포읍 비슬로447길 25-6 ,1,1,1,100,1.82
2020,인천,건설업,50인미만,원일페인트(송림동 55-221 건물 외벽 도장공사),인천 동구 솔빛로 91번길 34 (송림동),1,1,1,100,1.82
2020,대전,건설업,50인미만,(주)광전자통신(2020년고객선로지장이전총액단가공사1차(대전신탄진)),대전 동구 산내로1352번길 27 (낭월동),1,1,1,100,1.82
2020,강원,건설업,50인미만,(주)누리텍(신기면 대평리 소규모수도시설 개량공사),강원 삼척시 신기면 대평리,1,1,1,100,1.82
2020,강원,건설업,50인미만,(합)효광(초당동 유화2차아파트~강원도 교육연수원 간 도로개설공사),강원 강릉시 초당동 일원,1,1,1,100,1.82
2020,강원,건설업,50인미만,대성하우징(홍천한우사랑말사료시설비가림공사),강원 홍천군 북방면 성동로 1125 ,1,1,1,100,1.82
2020,강원,건설업,50인미만,수현종합건설(주)(갈말읍 신철원리 다세대주택 신축공사(1동)),강원 철원군 갈말읍 신철원리 541,1,1,1,100,1.82
2020,강원,농업,50인미만,우재섭과수원,강원 정선군 정선읍 용탄리 1057-1번지 외 5필지,1,1,1,100,0.8
2020,경기,섬유 및 섬유제품제조업,50인미만,스타천막건설,경기 용인시 처인구 모현읍 초부리 674-18,1,1,1,100,0.65
2020,경기,기계기구·금속·비금속광물제품제조업,50인미만,(주)지성그린텍,경기 포천시 내촌면 금강로2634번길 27 ,1,1,1,100,1.12
2020,경기,수제품 및 기타제품제조업,50인미만,명주상사,경기 평택시 현덕면 포승남로 118-19 (현덕면),1,1,1,100,0.95
2020,경기,건설업,50인미만,개인사업자 지현동(김보연(2017-양생-신허-230)근생신축공사),경기 양평군 양평읍 백안리 산 3-3번지 외 1필지,1,1,1,100,1.82
2020,경기,건설업,50인미만,개인사업자 최재민(농업용창고 증축공사/평택시 서탄면 금암리71-1),경기 평택시 서탄면 정문회화로 625 ,1,1,1,100,1.82
2020,경기,건설업,50인미만,기성기업(남영물류산업물류센타 차양막설치공사),경기 광주시 곤지암읍 광여로 515 ,1,1,1,100,1.82
2020,경기,건설업,50인미만,다산공사(연화장사업소 추모의 집 옥상도장공사),"경기 수원시 영통구 광교호수로 278 (하동, 수원시 연화장)",1,1,1,100,1.82
2020,경기,건설업,50인미만,"명신알미늄(원청), 대아건축(하청)(오리섬 건물 옥상 판넬 철거 및 재시공 공사)",경기 안성시 안성맞춤대로 1142 (금산동),1,1,1,100,1.82
2020,경기,건설업,50인미만,엘디산업개발㈜(분묘 설비 개수공사),경기 평택시 팽성읍 신대리 산 23-5번지,1,1,1,100,1.82
2020,경기,건설업,50인미만,주식회사서원산업개발(수도병원 냉난방장비 세관공사 등 2건),경기 성남시 분당구 새마을로 177번길 81,1,1,1,100,1.82
2020,경기,건설업,50인미만,주식회사세움건설(전동리 오수(압송)관로 신설공사),경기 연천군 백학면 전동리 7-6번지 일원,1,1,1,100,1.82
2020,경기,건설업,50인미만,현대M(빗물 받이 공사),경기 구리시 동구릉로200번길 29-18 (인창동),1,1,1,100,1.82
2020,경기,시설관리 및 사업지원서비스업,50인미만,(유)만물환경자원,경기 하남시 신장1로 21번길 21-2 1층 (신장동),1,1,1,100,0.58
2020,경기,도소매·음식·숙박업,50인미만,에어컨보일러달인,경기 시흥시 시흥대로 1056번길 16(은행동) 1층(은행동 323-27),1,1,1,100,0.62
2020,충북,건설업,50인미만,(주)상산종합조경(2020년 진천읍 및 덕산읍 시가지 소나무 생육환경개선사업),충북 진천군 진천읍 및 덕산읍 일대 ,1,1,1,100,1.82
2020,충북,건설업,50인미만,"(주)승일(원청), 서원건설㈜(하청)(2020년 청원구 하수도 준설공사(연간단가))",충북 청주시 청원구 직지대로 871 (우암동),1,1,1,100,1.82
2020,충북,건설업,50인미만,개인사업자 곽병석(진일농장퇴비장지붕보수공사(소로리158)),충북 청주시 흥덕구 옥산면 소로리 158번지,1,1,1,100,1.82
2020,충북,건설업,50인미만,대동금속((주)티에스씨고려 제품창고실 보수공사),충북 음성군 생극면 생삼로 143-22 ,1,1,1,100,1.82
2020,충북,건설업,50인미만,조이건설㈜ 광지건설㈜(구)(구조물 설치 및 지붕공사),충북 영동군 영동읍 동정로4길 9 1층,1,1,1,100,1.82
2020,충북,임업,50인미만,드림산업개발(벌목(37사단 111연대 양수리 동원훈련장 수목제거)),충북 옥천군 옥천읍 마암로3길 ,1,1,1,100,1.14
2020,충남,기계기구·금속·비금속광물제품제조업,50인미만,주식회사영일,충남 부여군 구룡면 흥수로 5 .,1,1,1,100,1.12
2020,충남,건설업,50인미만,(주)성지환경건설(유기질비료공장 닥트 및 전기공사),충남 홍성군 홍동면 광금남로 446번길 45-23 운원리 744 (홍동농협 유기질비료공장),1,1,1,100,1.82
2020,충남,건설업,50인미만,개인사업자 김남영(김남영-성남면 대흥리33-8신축신고195),충남 천안시 동남구 성남면 대흥리 33-8번지,1,1,1,100,1.82
2020,충남,건설업,50인미만,개인사업자 김재수(김재수신축공사),충남 서천군 장항읍 장항로172번길 43,1,1,1,100,1.82
2020,충남,건설업,50인미만,개인사업자 박남규(벼건조장보수공사(논산시 채운면 삼거리229-2)),충남 논산시 채운면 계백로404번길 100 ,1,1,1,100,1.82
2020,충남,농업,50인미만,유성목장,충남 태안군 태안읍 상도로 410-39,1,1,1,100,0.8
2020,전북,건설업,50인미만,개인사업자 신성준(신성준축사지붕보수공사),"전북 김제시 서정1길 25 (서정동, 서정1길 20 우사)",1,1,1,100,1.82
2020,전북,건설업,50인미만,개인사업자 태기진(조택의님축사지붕보수공사(임실지사면 안하1길 36)),전북 임실군 지사면 안하1길 36 ,1,1,1,100,1.82
2020,전북,건설업,50인미만,"한국산업써비스㈜(원청), 경일엔지니어링(주)(하청)(Replacement work of 154kv T/L insulator for Gunsan)",전북 군산시 외항4길 57 (소룡동),1,1,1,100,1.82
2020,전북,철도·항공·창고·운수관련서비스업,50인미만,연봉창고,전북 김제시 청하면 청하로 510,1,1,1,100,0.74
2020,전북,육상 및 수상운수업,50인미만,"(유)에스지종합건설(원청), 군산특수운수사(하청)(송학동 학곤선(대로3류7호) 확포장공사)",전북 군산시 공항로 157 (산북동),1,1,1,100,2.32
2020,전북,어업,50인미만,금영호,"전북 부안군 궁항영상길 1 (변산면 격포리, )",1,1,1,100,1.09
2020,전남,건설업,50인미만,(주)이서개발(이서면 영평1리 용배수로정비공사),전남 화순군 이서면 영신길 111-27 영평리 585-1,1,1,1,100,1.82
2020,전남,건설업,50인미만,"(주)해비치쏠라(원청), 지인산업(하청)(주택용태양광구조물조립작업)",전남 고흥군 동강면 동강당곡길 115,1,1,1,100,1.82
2020,전남,건설업,50인미만,개인사업자 마지환(최성호신축공사),전남 강진군 군동면 장산리 일반대지 0553-0001,1,1,1,100,1.82
2020,전남,건설업,50인미만,개인사업자 박인천(박인천신축공사),전남 영암군 삼호읍 서창리,1,1,1,100,1.82
2020,전남,건설업,50인미만,"금호피앤비화학㈜(원청), (주)청해이엔티(하청)(DC-7321 레진 제거작업)",전남 여수시 여수산단2로 218 (화치동),1,1,1,100,1.82
2020,전남,건설업,50인미만,녹색건설(축사지붕 덫씌우기 보수공사),전남 무안군 운남면 내리 ,1,1,1,100,1.82
2020,전남,건설업,50인미만,만능공업사((구)대성수산 양식장 철거공사),전남 완도군 약산면 약산로 1156-46 ,1,1,1,100,1.82
2020,전남,건설업,50인미만,보원건설(주)(봉래 외초마을 방파제(호안도로) 연장공사),전남 고흥군 봉래면 외초리 1292번지 지내,1,1,1,100,1.82
2020,전남,어업,50인미만,해금수산,전남 무안군 청계면 해안로 603-6 ,1,1,1,100,1.09
2020,전남,기타의 각종사업,50인미만,에이치테크(H-Tech),전남 광양시 광양읍 인서8길 39 ,1,1,1,100,0.46
2020,경북,식료품제조업,50인미만,열두달푸름채,"경북 울진군 외선미1길 92-16 (온정면 외선미리, )",1,1,1,100,1.14
2020,경북,건설업,50인미만,정화비철금속(주)(불용용품 폐기 및 처리),"경북 영천시 역전로 8 (완산동, 삼구빌딩)",1,1,1,100,1.82
2020,경북,건설업,50인미만,(주)대성골재(음식물류폐기물 공공처리시설 기계설비 철거공사),경북 안동시 풍산읍 풍산단호로 153 .,1,1,1,100,1.82
2020,경북,건설업,50인미만,대동개발(주)(우래2리(우평) 배수로 설치공사시행),경북 예천군 보문면 우래리,1,1,1,100,1.82
2020,경북,건설업,50인미만,파인토피아냉동공조(저온저장고 설치 및 창고설치),경북 봉화군 춘양면 서동길 302-2 ,1,1,1,100,1.82
2020,경북,전문·보건·교육·여가관련서비스업,50인미만,(주)다옴(포도컨트리클럽),경북 김천시 구성면 남김천대로 2532 ,1,1,1,100,0.2
2020,경남,섬유 및 섬유제품제조업,50인미만,동양천막산업,경남 창원시 마산합포구 서성로 42 (신포동2가),1,1,1,100,0.65
2020,경남,선박건조 및 수리업,50인미만,"금강중공업(주)(원청), 해동ENG(하청)",경남 고성군 동해면 동해로 1469 ,1,1,1,100,1.8
2020,경남,건설업,50인미만,개인사업자 강정식 (양영자대수선공사),경남 김해시 대동면 동북로 46-3 ,1,1,1,100,1.82
2020,경남,건설업,50인미만,(주)부경이엔지(착유세정수 정화시설(3톤/일) 설치 공사),경남 함안군 여항면 내곡2길 105 ,1,1,1,100,1.82
2020,경남,건설업,50인미만,에코데코(한림면 병동리 광성코팅(주) 공장판넬 칸막이공사외),경남 김해시 한림면 김해대로 974번길 130-23 ,1,1,1,100,1.82
2020,경남,건설업,50인미만,"(주)한국티씨(2020년 남해,하동 5G구축 광케이블 선로공사(연단가))",경남 하동군 하동읍 경서대로 199 외,1,1,1,100,1.82
2020,경남,건설업,50인미만,개인사업자 채수동(송명숙신축공사),경남 진주시 집현면 냉정리 814번지,1,1,1,100,1.82
2020,경남,건설업,50인미만,천마종합건설(주)(북면 외감리 근린생활시설 용도변경(2층) 리모델링공사),경남 창원시 의창구 북면 외감로33번길 11-1 2층,1,1,1,100,1.82
2020,경남,건설업,50인미만,칠칠도료공사(페인트 도장공사),경남 김해시 구산로42번길 12-1 (구산동),1,1,1,100,1.82
2020,경남,기타의 각종사업,50인미만,㈜구암,"경남 창원시 마산합포구 월영동15길7 (해운동, 2층)",1,1,1,100,0.46
2020,제주,수제품 및 기타제품제조업,50인미만,나래광고,제주 제주시 남성로 164-1 (삼도이동),1,1,1,100,0.95
2020,광주,건설업,50인미만,(주)삼호토건(상무 마륵동 지역주택조합 도시계획정비기반시설 기부채납분 도),광주 서구 마륵동 산25번지 일원,3,4,3,75,1.82
2019,경북,식료품제조업,50인미만,수성수산,경북 영덕군 축산면 축산항2길 53 ,4,6,4,66.67,1.45
2020,부산,건설업,50인미만,연산알미늄(연제구 연산동 774-28번지 용도변경공사),부산 연제구 중앙천로 28-1 (연산동),2,3,2,66.67,1.82
2018,부산,건설업,50인 미만,에스엠종합건설㈜(온천동478-16업무시설신축공사),부산 동래구 동래로 7-5 (온천동),1,3,2,66.67,1.8
2020,울산,건설업,50인미만,(주)에이비엠(울산전시컨벤션센터 건립공사 관급자재(특수지붕재)구매),울산 울주군 삼남면 1683-1,1,3,2,66.67,1.82
2020,전남,건설업,50인미만,대림쏠라주식회사(영일태양광발전소 설치공사),전남 화순군 능주면 잠정리 7-16,1,3,2,66.67,1.82
2019,인천,건설업,50인미만,"주식회사오아시스산업(원청), 송악건설(주)(하청)(학운3일반산업단지 (주)제이온 공장 신축공사 중 기계설비공사)",인천 서구 경명대로 667 (공촌동),2,4,2,50,2
2020,울산,건설업,50인미만,"효성화학(주) 용연공장(원청), 동산이엔지㈜(하청)(DH2 OVERHAUL 전기/계장공사)",울산 남구 처용로487번길 66,2,4,2,50,1.82
2020,경북,건설업,50인미만,㈜소일륜 동원전력㈜(구)(파도소리길 선형개선(산책로 보안등 설치)공사),경북 경주시 양남면 양남항구길 14-16,2,4,2,50,1.82
2020,경남,건설업,50인미만,"정운토건㈜(원청), 지오건설개발㈜(하청)(지곡지구 급경사지붕괴위험지구 정비사업)",경남 의령군 화정면 상이리 지곡마을 일원,2,4,2,50,1.82
2019,울산,건설업,50인미만,"동서석유화학주식회사(원청), 기산테크(주)(하청)(기계수리_2019년 10월 4AN/4RO-BIO공장 정수작업외1건)",울산 남구 사평로 108-70 (부곡동),1,4,2,50,2
2017,경기,섬유 또는 섬유제품제조업(갑),50인 미만,리텍스타일,경기 양주시 은현면 운하로 127-4 ,1,2,1,50,0.45
2017,경기,건설업,50인 미만,명성건기(태풍펌프카)(오렌지트레이드공장신축공사현장),경기 파주시 탑삭골길 114,1,2,1,50,1.78
2017,경북,수송용기계기구제조업,50인 미만,"주식회사일지테크(원청), (주)신우산업(하청)",경북 경주시 외동읍 모화산단길 130-8 ,1,2,1,50,1.08
2018,경기,기계기구ㆍ비금속광물제품ㆍ금속제품제조업 또는 금속가공업,50인 미만,천경개발주식회사 안성사업소,경기 안성시 미양면 법전길 24 (미양면),1,2,1,50,1.43
2018,충남,건설업,50인 미만,개인사업자 주약노(이신철단독주택신축공사),충남 홍성군 결성면 성남리 948번지 외 1필지,1,2,1,50,1.8
2018,전북,건설업,50인 미만,(유)중원건설(조월제유지보수공사),전북 임실군 신덕면 조월리 219번지 일원,1,2,1,50,1.8
2019,강원,건설업,50인미만,대한황토방건설㈜(도갑수씨 주택 및 창고 신축공사),강원 횡성군 둔내면 영랑리 205번지,1,2,1,50,2
2019,경기,섬유 및 섬유제품제조업,50인미만,한양천막,경기 김포시 대곶면 대명항로 505 (대곶면),1,2,1,50,0.79
2019,경기,건설업,50인미만,"(주)에이스텍(원청), (주)메가텍코리아(하청)(이라이콤 항온룸 설비공사)",경기 수원시 영통구 신원로250번길 32 (매탄동),1,2,1,50,2
2019,경기,건설업,50인미만,"주식회사두성건설(원청), (주)더존건설(하청)(국도42호선남곡2리위험도로개선공사중 철근콘크리트공사(2차분))",경기 여주시 웅골로 168 (가업동),1,2,1,50,2
2019,충남,건설업,50인미만,"영일종합건설(주)(원청), 민성건설(하청)(EVA자동창고 지붕 및 외부벽면 Panel보수)",충남 서산시 대산읍 독곶2로 103 한화토탈내,1,2,1,50,2
2019,전남,건설업,50인미만,"강진완도축산업협동조합(원청), (유한)동양실업(하청)(축협생축장 퇴비장 공사)",전남 강진군 성전면 거목 축협생축장 ,1,2,1,50,2
2019,경남,건설업,50인미만,신영특수건설((주)쎄노텍 본사 공장동 건설볼밀 2기 설치),경남 함안군 가야읍 함마대로 1256-40 ((주)쎄노텍),1,2,1,50,2
2020,서울,건설업,50인미만,"개인사업자 민현기(원청), 개인사업자 김난수(하청)(성북구 보문동 지봉로20길 48 인테리어공사)",서울 성북구 지봉로20길 48,1,2,1,50,1.82
2020,서울,건설업,50인미만,예가인테리어(목동 가든스위트 B403호 실내 인테리어 공사),"서울 양천구 목동서로 65 B동 402호 (목동, 목동가든스위트)",1,2,1,50,1.82
2020,서울,건설업,50인미만,㈜가온건설개발 파라오건설㈜(구)(해누리체육공원 야외농구장 조성공사),서울 양천구 안양천로 711 (신정동),1,2,1,50,1.82
2020,부산,전기기계기구·정밀기구·전자제품제조업,50인미만,동아전기산업주식회사(하청),부산 사하구 감천항로419번길 23-1 (구평동),1,2,1,50,0.35
2020,부산,건설업,50인미만,(주)흥산건설산업(연산현대상가아파트 아파트 균열보수 및 재도장공사),"부산 연제구 고분로236번길 13 (연산동, 현대아파트)",1,2,1,50,1.82
2020,대구,건설업,50인미만,(주)산촌건설(지산동 940번지 일원 하수관거 정비공사),대구 수성구 지산동 940번지 일원 ,1,2,1,50,1.82
2020,경기,건설업,50인미만,민성기공(민성기업(로하목장 보수공사)),경기 화성시 장안면 산운내길 47-37 (석포리 7번지),1,2,1,50,1.82
2020,경기,건설업,50인미만,"주식회사미강종합건설(원청), 개인사업자 문준수(하청)(신월리 148 근린생활시설 신축공사)",경기 광주시 초월읍 신월리 148번지 외 1필지,1,2,1,50,1.82
2020,충북,기계기구·금속·비금속광물제품제조업,50인미만,주식회사케이엠에프제천지점,충북 제천시 바이오밸리1로 16 A동 (왕암동),1,2,1,50,1.12
2020,충남,건설업,50인미만,유성씨에이치주식회사(원청)(아산시 모종동 30-1외필지 공장동보수공사),충남 아산시 모종남로90번길 13 (모종동),1,2,1,50,1.82
2020,전북,농업,50인미만,해송조경농원,전북 고창군 성내면 옥제리 587-1,1,2,1,50,0.8
2020,전남,건설업,50인미만,㈜정진산업(조연우근생신축공사),전남 순천시 황전면 괴목1길 12 ,1,2,1,50,1.82
2020,경남,기계기구·금속·비금속광물제품제조업,50인미만,(주)에이치제이산업,경남 함안군 법수면 법수로 358-41 2층,1,2,1,50,1.12
2020,경남,건설업,50인미만,"(주)희민건설(원청), 주식회사깨끗한환경(하청)(주영라이프아파트 균열보수, 재도장 및 옥상방수공사)","경남 통영시 비석1길 49 (정량동, 주영라이프)",1,2,1,50,1.82
2020,경남,건설업,50인미만,디비스틸(신규음식점 인테리어 및 전체시설공사),경남 양산시 동면 양산대로 524 ,1,2,1,50,1.82
2020,제주,기계기구·금속·비금속광물제품제조업,50인미만,"탐라해상풍력발전(주)(원청), 두산중공업(주)(하청)(탐라해상풍력 관리운영)",제주 제주시 한경면 고락로 1 두모리 11길 19,1,2,1,50,1.12
2020,광주,시설관리 및 사업지원 서비스업,50인미만,(주)중경,광주 남구 서문대로 836 (주월동),1,12,5,41.67,0.58
2018,인천,기계기구ㆍ비금속광물제품ㆍ금속제품제조업 또는 금속가공업,50인 미만,명일산업,인천 서구 대곡동 652-2번지,1,5,2,40,1.43
2019,울산,건설업,50인미만,"진흥기업(원청), 동양기전주식회사(하청)(울산점 기계식 주차기 전면 보수 공사)",울산 남구 삼산로 217 (달동),1,5,2,40,2
2018,부산,위생 및 유사서비스업,50인 미만,세인이앤티㈜ ㈜선양엔텍(구)(하청),부산 사상구 감전천로 186 (학장동),3,13,5,38.46,1.39
